student_id,study_hours,attendance_percentage,internet_access,extra_activities,math_score,science_score,english_score,overall_score,final_grade
4143,5.0,83.2,yes,no,86.8,77.9,59.9,75.5,C
4144,5.0,96.4,no,no,78.7,76.1,67.7,75.2,C
4145,6.7,89.4,yes,yes,98.9,88.6,86.3,92.1,B
4146,4.4,59.7,yes,no,51.3,59.5,73.7,57.8,D
4147,6.1,81.3,yes,yes,86.5,95.3,77.1,90.0,B
4148,7.2,97.9,yes,no,95.6,100.0,92.5,91.8,B
4149,1.5,68.9,no,no,42.3,47.3,42.1,35.5,F
4150,5.9,88.3,yes,no,66.9,85.4,81.9,79.8,C
4151,3.0,77.0,yes,yes,51.6,58.6,35.3,46.3,E
4152,2.6,71.9,no,no,51.6,63.5,55.5,56.8,D
4153,7.7,78.5,yes,yes,77.9,69.5,57.4,84.9,C
4154,2.0,71.3,yes,no,51.4,46.8,48.8,38.5,F
4155,7.4,65.9,yes,yes,76.2,67.9,82.5,78.1,C
4156,6.7,88.1,no,no,81.2,95.7,70.3,81.4,C
4157,7.1,76.6,no,yes,90.4,65.3,95.8,85.4,B
4158,4.9,96.7,yes,yes,77.4,50.8,69.2,71.4,C
4159,4.9,50.4,yes,yes,66.7,83.9,70.3,67.0,D
4160,3.5,88.5,no,yes,72.0,91.0,72.3,72.1,C
4161,3.5,57.9,yes,no,37.0,56.5,40.6,44.8,E
4162,6.9,88.1,yes,yes,86.7,98.9,77.8,84.8,C
4163,3.4,93.5,yes,no,63.7,48.0,73.2,60.7,D
4164,4.2,89.2,yes,yes,80.2,80.6,68.8,70.1,C
4165,8.0,79.7,yes,yes,100.0,86.9,89.4,95.6,A
4166,3.2,56.1,yes,yes,39.2,56.9,42.6,45.6,E
4167,6.7,98.0,yes,no,98.6,83.8,91.3,88.2,B
4168,2.6,66.3,yes,no,43.8,53.4,56.1,54.4,E
4169,0.7,51.4,yes,no,28.6,36.1,35.0,25.9,F
4170,5.0,50.1,yes,no,64.2,52.0,56.5,52.4,E
4171,4.1,86.9,yes,yes,85.9,77.9,74.5,72.8,C
4172,6.4,91.7,yes,yes,89.6,77.4,88.2,84.2,C
4173,0.5,90.2,yes,no,57.7,38.9,52.8,46.1,E
4174,1.0,78.0,yes,yes,48.0,41.3,29.5,43.9,E
4175,6.9,81.6,no,no,75.5,69.5,76.6,80.3,C
4176,4.1,95.3,yes,yes,79.7,74.2,53.7,67.4,D
4177,4.3,83.2,no,yes,46.7,73.6,62.2,70.3,C
4178,2.2,67.6,no,yes,55.1,36.2,47.7,49.6,E
4179,7.4,97.5,yes,yes,92.6,100.0,94.5,96.8,A
4180,7.4,98.3,yes,no,100.0,100.0,95.5,99.8,A
4181,4.4,81.4,yes,yes,82.9,59.1,54.9,59.6,D
4182,2.1,78.3,yes,no,44.7,33.0,25.8,38.2,F
4183,7.9,96.8,yes,yes,90.7,100.0,87.3,96.6,A
4184,7.2,88.9,yes,no,75.1,84.3,73.1,93.1,B
4185,4.4,55.9,yes,no,50.5,74.7,51.9,58.6,D
4186,5.2,97.9,yes,yes,81.3,71.8,69.4,71.8,C
4187,3.8,86.2,yes,yes,68.7,86.9,71.0,73.4,C
4188,2.0,87.0,yes,no,42.2,51.0,51.1,43.4,E
4189,5.6,70.0,yes,yes,77.3,100.0,89.3,80.3,C
4190,5.5,50.4,yes,yes,63.7,81.0,69.5,73.1,C
4191,4.6,63.6,yes,no,80.1,81.5,57.3,61.9,D
4192,6.6,66.6,yes,no,87.8,81.0,100.0,85.6,B
4193,3.9,72.8,yes,no,65.6,51.8,60.4,61.3,D
4194,7.0,85.1,yes,yes,100.0,79.7,77.7,81.8,C
4195,2.1,72.5,yes,yes,37.2,40.3,41.2,39.0,F
4196,7.7,68.6,no,yes,84.4,90.0,98.5,88.9,B
4197,2.0,62.4,yes,no,38.3,38.0,43.5,37.8,F
4198,1.7,88.4,yes,no,40.1,57.2,57.8,53.7,E
4199,5.0,89.4,yes,yes,73.8,79.7,70.8,71.6,C
4200,1.2,68.2,no,no,27.8,15.6,24.1,28.4,F
4201,1.8,60.9,yes,yes,42.6,43.3,69.0,44.7,E
4202,6.0,61.0,yes,no,84.5,69.5,50.1,73.6,C
4203,2.8,83.1,yes,no,58.8,59.2,53.1,56.8,D
4204,6.5,88.6,yes,yes,88.1,84.2,86.3,84.9,C
4205,1.7,89.2,no,yes,52.3,62.4,43.6,48.7,E
4206,3.4,93.5,yes,yes,61.1,61.6,46.7,56.8,D
4207,3.4,87.7,yes,no,64.1,77.3,59.3,66.6,D
4208,4.1,74.3,yes,no,39.6,52.7,48.8,55.0,D
4209,3.6,63.4,yes,no,51.6,69.0,67.0,60.0,D
4210,3.4,68.7,yes,no,50.5,48.3,52.2,53.5,E
4211,3.0,64.2,yes,no,47.2,30.8,36.4,40.5,E
4212,0.6,55.0,no,yes,39.1,48.6,38.1,35.0,F
4213,5.1,57.2,no,no,84.9,70.9,53.7,71.5,C
4214,4.1,50.6,yes,no,45.6,44.7,40.1,45.0,E
4215,3.3,59.8,yes,yes,67.6,33.5,32.6,41.4,E
4216,2.1,91.8,yes,no,61.4,39.7,45.5,49.2,E
4217,7.2,76.9,yes,no,79.4,100.0,73.9,86.4,B
4218,2.3,69.5,yes,yes,45.9,57.6,55.2,47.3,E
4219,7.4,61.9,yes,yes,82.9,78.9,78.1,87.7,B
4220,2.1,79.5,yes,yes,64.9,50.7,43.7,58.1,D
4221,7.8,98.7,yes,no,100.0,100.0,95.0,100.0,A
4222,3.6,67.4,yes,no,64.0,53.0,52.5,57.1,D
4223,4.5,92.4,yes,no,62.1,74.4,84.6,82.0,C
4224,2.7,97.0,yes,no,50.2,50.4,71.0,57.8,D
4225,7.5,89.3,yes,no,90.2,98.0,99.8,100.0,A
4226,2.6,79.6,yes,yes,50.6,35.7,54.6,49.7,E
4227,6.0,65.1,yes,no,68.6,70.9,71.7,78.8,C
4228,0.7,51.7,yes,no,24.4,41.4,17.0,30.6,F
4229,4.7,86.8,yes,yes,66.7,68.4,83.8,79.3,C
4230,6.1,97.8,yes,yes,83.1,80.7,97.4,81.5,C
4231,4.0,84.5,yes,yes,84.1,68.7,61.2,66.0,D
4232,5.3,51.8,yes,yes,60.7,63.4,49.9,53.2,E
4233,6.3,57.0,yes,no,90.7,67.4,88.7,80.4,C
4234,4.3,69.6,no,yes,77.6,48.7,63.6,57.3,D
4235,2.1,99.5,yes,yes,72.1,63.2,58.9,63.9,D
4236,3.5,54.2,yes,yes,54.7,59.5,61.4,49.8,E
4237,6.0,65.9,yes,no,60.2,84.1,68.5,77.7,C
4238,2.5,77.6,no,yes,55.7,62.0,46.7,45.8,E
4239,5.2,55.6,yes,no,59.8,58.3,52.9,64.7,D
4240,1.6,55.9,yes,no,44.5,32.9,40.1,40.4,E
4241,7.5,53.4,yes,no,92.6,78.2,89.4,84.9,C
4242,5.0,75.1,yes,no,71.4,66.4,68.0,73.3,C
4243,4.0,64.3,yes,no,61.8,51.7,58.7,60.8,D
4244,6.6,52.0,yes,no,48.4,68.5,65.5,64.4,D
4245,6.5,75.1,yes,yes,61.3,55.5,75.2,72.7,C
4246,1.2,86.5,yes,yes,52.1,64.0,45.6,51.9,E
4247,2.8,83.4,yes,yes,37.9,56.3,74.2,57.9,D
4248,3.9,84.2,yes,no,86.8,74.2,70.3,70.2,C
4249,3.1,77.5,yes,no,59.8,47.7,65.7,61.4,D
4250,2.9,89.1,yes,no,69.3,58.0,52.7,66.0,D
4251,3.1,53.1,yes,yes,37.5,46.6,55.5,52.7,E
4252,1.6,59.5,yes,yes,23.2,25.3,19.0,30.5,F
4253,1.4,85.2,yes,yes,43.5,41.4,56.6,46.9,E
4254,2.5,66.8,yes,yes,26.5,46.5,48.8,46.7,E
4255,1.0,61.9,yes,no,40.5,31.6,30.7,37.3,F
4256,4.3,51.4,yes,no,74.7,69.5,61.7,62.9,D
4257,1.6,93.4,yes,yes,57.5,65.7,65.2,57.8,D
4258,1.0,91.9,no,yes,38.5,55.2,36.4,37.6,F
4259,6.8,53.0,yes,no,77.0,81.4,74.3,79.1,C
4260,4.9,65.2,yes,no,50.3,56.8,63.3,58.7,D
4261,7.2,60.7,yes,no,83.9,84.8,83.6,83.7,C
4262,7.9,60.3,yes,yes,82.9,86.2,95.0,81.9,C
4263,5.0,62.9,yes,no,60.9,48.5,70.8,55.6,D
4264,6.5,64.9,yes,no,60.7,77.6,54.5,69.1,D
4265,1.7,85.3,yes,no,47.0,54.5,44.0,47.2,E
4266,5.7,98.5,no,yes,75.9,64.7,100.0,81.4,C
4267,4.6,52.3,yes,yes,62.8,85.2,71.8,66.3,D
4268,5.6,66.1,yes,no,68.9,68.9,74.2,65.9,D
4269,1.3,83.4,no,no,29.1,42.4,54.4,51.4,E
4270,7.5,65.3,yes,yes,99.0,79.4,91.9,89.0,B
4271,3.6,59.6,yes,no,55.1,54.5,28.7,52.2,E
4272,6.3,58.4,yes,no,81.3,60.1,73.9,68.2,D
4273,7.9,79.9,yes,yes,61.9,76.4,100.0,85.4,B
4274,7.0,57.6,yes,yes,86.0,73.6,66.2,77.6,C
4275,2.8,54.8,yes,no,32.7,48.0,35.0,42.9,E
4276,3.5,87.5,yes,no,65.8,54.1,56.3,57.5,D
4277,5.4,67.2,yes,yes,82.4,66.1,57.7,74.4,C
4278,4.5,94.7,yes,no,94.8,92.4,72.7,76.8,C
4279,3.6,74.8,yes,no,59.0,60.1,43.1,55.1,D
4280,5.4,56.6,yes,yes,54.0,66.1,79.2,74.6,C
4281,7.3,59.6,yes,no,83.3,90.7,90.2,88.4,B
4282,2.8,94.1,yes,yes,65.2,62.6,57.8,61.2,D
4283,1.5,56.3,yes,no,41.4,40.8,36.1,40.8,E
4284,5.6,65.8,yes,no,66.6,78.1,78.4,77.6,C
4285,4.9,65.2,yes,no,71.8,63.4,75.5,65.0,D
4286,7.3,99.4,yes,no,100.0,100.0,94.3,100.0,A
4287,6.1,98.7,yes,no,92.3,91.2,91.8,91.4,B
4288,3.5,84.6,yes,yes,63.2,54.5,66.2,52.4,E
4289,5.2,61.8,yes,yes,68.6,70.0,57.2,65.4,D
4290,7.0,59.0,yes,no,76.7,84.9,95.7,85.3,B
4291,3.1,53.0,yes,yes,31.1,52.2,42.1,44.8,E
4292,0.6,53.1,yes,no,36.4,47.6,52.5,34.2,F
4293,5.2,97.0,yes,yes,88.2,83.6,59.7,86.1,B
4294,0.7,80.2,yes,yes,34.7,33.3,31.1,38.5,F
4295,7.5,59.9,yes,yes,81.3,67.5,83.2,81.0,C
4296,1.8,89.1,yes,no,32.6,50.4,45.5,43.3,E
4297,3.3,53.8,yes,yes,56.2,55.6,65.0,57.0,D
4298,7.6,76.1,yes,yes,87.5,76.0,85.9,87.4,B
4299,1.1,59.8,yes,yes,20.9,22.6,40.8,27.8,F
4300,0.5,72.4,yes,no,20.8,36.8,40.0,32.2,F
4301,1.3,61.5,yes,no,21.9,43.0,25.0,34.9,F
4302,7.9,56.8,yes,yes,100.0,100.0,100.0,95.9,A
4303,7.8,96.3,yes,yes,81.5,92.6,96.5,93.0,B
4304,3.4,96.0,yes,no,74.5,80.5,79.9,73.1,C
4305,6.1,74.7,yes,yes,79.4,72.7,85.4,71.5,C
4306,6.0,89.3,no,yes,94.6,85.6,65.7,83.4,C
4307,1.2,60.1,yes,no,61.3,33.2,24.4,40.9,E
4308,2.3,69.8,yes,no,38.9,63.3,57.6,52.3,E
4309,7.2,61.3,no,yes,91.2,99.0,67.5,92.0,B
4310,1.7,54.2,yes,no,28.0,34.2,36.1,37.8,F
4311,4.4,71.2,no,no,71.1,80.0,70.6,68.7,D
4312,2.3,87.2,no,no,53.9,49.9,58.4,62.3,D
4313,4.7,87.2,yes,no,71.2,63.0,82.5,70.7,C
4314,2.0,72.2,no,yes,33.0,31.2,45.1,43.1,E
4315,2.1,72.3,yes,yes,36.4,44.6,72.7,48.4,E
4316,0.9,80.1,yes,yes,36.3,38.9,34.6,46.0,E
4317,7.9,96.7,yes,no,85.2,100.0,100.0,97.3,A
4318,1.3,57.5,yes,yes,41.9,40.1,45.7,38.6,F
4319,3.6,70.2,yes,yes,59.7,60.7,61.5,63.3,D
4320,3.6,95.3,yes,yes,70.0,73.2,73.5,68.7,D
4321,2.8,77.4,yes,no,31.9,55.6,47.1,47.5,E
4322,6.5,89.6,yes,no,95.5,100.0,79.7,93.8,B
4323,3.0,73.1,yes,no,57.5,61.0,63.6,61.6,D
4324,5.2,96.1,yes,yes,89.8,77.0,93.9,76.9,C
4325,4.6,94.5,yes,yes,88.1,58.2,84.8,68.2,D
4326,7.0,72.3,yes,yes,97.8,95.6,83.8,93.5,B
4327,6.6,50.3,yes,yes,70.9,66.3,64.4,63.5,D
4328,2.1,78.3,yes,yes,53.2,50.9,70.8,56.3,D
4329,6.1,60.2,yes,no,74.4,72.0,59.0,71.3,C
4330,6.4,62.0,yes,yes,75.8,77.3,80.9,79.4,C
4331,7.4,71.5,no,no,85.8,88.7,75.9,84.8,C
4332,7.7,72.5,yes,yes,83.4,84.9,96.9,86.8,B
4333,6.0,93.0,yes,yes,80.3,79.7,80.2,77.5,C
4334,3.9,51.6,yes,no,58.4,48.6,46.0,53.8,E
4335,2.7,64.8,yes,yes,52.9,59.7,47.5,51.8,E
4336,7.0,81.6,yes,no,83.4,86.2,92.0,81.2,C
4337,7.4,81.1,no,yes,100.0,100.0,95.5,97.4,A
4338,1.2,65.9,yes,yes,29.7,31.7,21.6,30.5,F
4339,4.7,58.9,yes,yes,66.0,57.8,65.1,58.3,D
4340,1.5,63.9,yes,yes,27.9,15.9,32.7,29.9,F
4341,2.4,94.6,yes,yes,70.5,71.5,62.3,62.8,D
4342,3.4,63.1,yes,yes,55.3,46.6,41.8,45.7,E
4343,2.8,74.6,yes,yes,57.4,44.8,50.1,47.2,E
4344,5.9,97.1,yes,yes,86.3,86.2,85.9,78.0,C
4345,1.1,55.9,yes,no,51.9,47.5,31.3,39.9,F
4346,5.1,93.5,yes,yes,72.3,77.8,74.5,81.5,C
4347,4.9,87.2,no,yes,67.4,81.1,80.9,77.7,C
4348,6.4,74.3,yes,yes,100.0,90.7,89.4,90.2,B
4349,1.2,97.4,no,yes,38.2,58.6,47.1,47.2,E
4350,3.0,53.7,yes,yes,47.8,35.8,38.4,45.8,E
4351,5.7,92.7,yes,yes,88.5,89.5,82.6,76.3,C
4352,5.8,59.9,yes,no,68.3,80.9,61.7,70.3,C
4353,3.9,67.7,no,yes,57.0,58.2,73.2,62.0,D
4354,4.0,56.1,yes,yes,37.0,43.1,60.8,48.3,E
4355,7.7,74.8,yes,yes,85.8,86.4,96.6,82.4,C
4356,2.9,58.5,yes,yes,43.4,28.5,62.4,41.7,E
4357,1.6,62.8,no,yes,45.6,31.9,25.4,29.6,F
4358,7.6,53.0,yes,yes,92.6,89.9,100.0,88.1,B
4359,6.6,65.3,no,no,100.0,91.7,80.3,86.5,B
4360,2.3,58.2,yes,no,48.7,30.7,23.1,37.2,F
4361,6.9,84.3,yes,yes,92.4,100.0,72.0,83.8,C
4362,2.4,81.9,yes,no,46.8,57.1,47.0,55.2,D
4363,6.7,83.3,yes,no,100.0,100.0,76.4,92.6,B
4364,5.2,83.8,yes,yes,71.9,83.3,99.2,79.0,C
4365,4.1,55.2,yes,no,54.3,65.6,54.9,57.0,D
4366,7.5,60.7,yes,yes,75.1,69.7,93.5,81.2,C
4367,6.6,86.9,yes,no,94.0,100.0,100.0,90.9,B
4368,1.5,74.1,yes,no,37.7,50.1,37.3,44.8,E
4369,5.8,81.5,no,yes,57.2,77.9,74.4,73.3,C
4370,6.4,52.8,yes,no,92.1,68.8,49.0,62.9,D
4371,4.6,69.3,yes,no,54.9,72.3,71.6,67.6,D
4372,2.6,71.9,yes,no,59.8,48.0,51.7,46.0,E
4373,2.3,84.6,no,no,53.6,40.6,59.6,42.8,E
4374,7.8,95.6,yes,yes,97.4,80.3,89.9,91.0,B
4375,3.8,78.7,yes,no,53.1,71.8,63.2,54.7,E
4376,4.4,88.1,yes,no,49.1,52.3,55.8,62.2,D
4377,5.0,82.2,yes,yes,79.7,87.3,93.0,77.0,C
4378,1.3,95.5,yes,no,70.0,62.0,64.0,57.2,D
4379,1.1,90.5,yes,yes,44.9,31.3,23.8,37.7,F
4380,2.0,62.4,yes,no,46.1,51.9,33.6,44.6,E
4381,1.0,61.1,yes,no,49.9,29.0,33.9,32.9,F
4382,7.2,95.6,yes,yes,100.0,100.0,100.0,99.9,A
4383,1.6,79.9,yes,no,37.2,38.0,33.5,38.4,F
4384,2.2,72.5,yes,yes,47.2,47.8,41.2,39.1,F
4385,4.5,85.0,yes,no,76.4,72.0,55.0,76.6,C
4386,7.2,64.1,no,yes,75.5,80.5,80.2,89.3,B
4387,0.9,90.4,yes,yes,75.8,51.5,43.4,52.0,E
4388,2.1,76.4,yes,yes,48.2,57.1,52.7,41.6,E
4389,5.9,93.5,yes,no,59.6,70.2,76.8,85.2,B
4390,4.4,82.2,yes,yes,75.7,60.0,46.3,65.7,D
4391,5.0,63.0,yes,no,86.3,72.0,80.1,72.3,C
4392,0.6,98.3,no,no,53.8,36.0,54.0,44.7,E
4393,7.0,70.1,yes,yes,91.5,66.4,62.0,77.4,C
4394,4.8,88.3,yes,no,76.1,78.9,68.4,69.7,D
4395,6.8,62.8,yes,no,75.4,74.9,66.5,81.5,C
4396,7.7,70.9,yes,no,96.0,83.7,88.0,91.0,B
4397,6.0,86.9,yes,no,100.0,82.2,84.1,87.9,B
4398,0.7,84.8,yes,no,63.1,47.7,63.4,49.5,E
4399,5.8,96.9,yes,yes,73.3,88.4,95.2,83.6,C
4400,4.7,89.9,no,no,88.4,62.2,67.6,73.3,C
4401,1.3,66.2,yes,no,34.8,36.0,42.2,38.0,F
4402,2.5,93.2,yes,yes,60.3,55.4,56.5,61.2,D
4403,1.8,96.1,no,yes,49.1,35.9,53.3,48.0,E
4404,7.4,97.7,yes,no,100.0,95.3,100.0,100.0,A
4405,6.5,95.0,yes,no,71.1,93.3,80.5,84.9,C
4406,5.8,84.8,yes,no,75.7,81.8,89.8,78.9,C
4407,6.2,89.8,yes,no,93.2,92.4,84.3,85.7,B
4408,5.0,82.4,yes,yes,74.0,50.1,90.1,72.1,C
4409,6.9,66.0,yes,no,84.5,76.3,77.4,82.9,C
4410,2.2,90.8,yes,yes,62.0,54.6,56.7,50.2,E
4411,2.4,61.4,yes,no,40.9,49.7,44.0,53.5,E
4412,4.9,71.6,yes,no,66.3,70.8,76.8,70.4,C
4413,6.6,67.2,yes,no,100.0,73.7,89.9,73.2,C
4414,6.8,58.6,yes,no,75.2,68.8,90.7,83.3,C
4415,7.8,89.9,no,no,99.5,91.7,100.0,95.9,A
4416,6.2,73.6,yes,no,72.8,66.4,65.1,75.2,C
4417,2.2,76.3,yes,no,37.1,56.9,60.7,54.1,E
4418,2.2,75.1,yes,no,39.7,44.4,46.6,48.2,E
4419,3.8,84.5,yes,yes,46.8,43.3,43.9,55.2,D
4420,5.4,58.8,yes,no,80.8,68.6,69.0,69.6,D
4421,4.3,75.0,yes,no,50.3,71.7,70.3,57.6,D
4422,1.0,63.0,yes,no,50.5,20.3,36.1,36.7,F
4423,4.1,98.6,yes,no,67.5,82.9,79.5,73.3,C
4424,6.6,53.0,yes,no,76.7,63.6,61.9,70.4,C
4425,2.3,96.4,yes,no,69.5,64.4,73.6,64.7,D
4426,5.3,53.0,yes,yes,59.9,42.5,58.8,58.3,D
4427,2.5,55.5,yes,no,47.7,40.1,37.2,37.8,F
4428,4.7,95.3,yes,yes,74.3,74.1,73.9,71.1,C
4429,5.8,82.4,yes,yes,88.6,96.9,100.0,79.8,C
4430,2.1,66.2,yes,yes,26.2,44.8,54.8,40.6,E
4431,6.0,79.4,yes,yes,65.5,58.8,67.1,76.7,C
4432,5.6,58.3,yes,yes,67.8,73.9,76.2,72.8,C
4433,2.8,53.2,yes,yes,43.1,55.9,49.9,53.4,E
4434,7.2,52.5,yes,yes,82.0,64.4,78.5,78.0,C
4435,6.4,63.5,yes,yes,80.9,58.5,75.1,79.6,C
4436,4.4,59.0,yes,no,80.5,45.5,66.0,63.5,D
4437,1.1,70.2,yes,no,49.4,42.9,55.9,40.7,E
4438,3.8,93.8,yes,no,68.5,70.9,60.3,73.5,C
4439,3.0,68.9,yes,yes,58.5,65.1,52.5,55.9,D
4440,2.5,69.9,yes,no,67.0,70.1,55.1,57.3,D
4441,5.3,56.0,yes,yes,81.1,80.1,65.4,73.0,C
4442,7.4,99.4,yes,no,100.0,100.0,95.3,100.0,A
4443,1.6,57.3,yes,yes,25.3,44.7,21.8,33.5,F
4444,6.1,66.9,no,no,86.4,89.0,94.5,85.3,B
4445,5.2,97.3,yes,yes,68.6,82.1,63.4,77.8,C
4446,5.5,72.7,yes,no,77.9,49.4,91.1,69.1,D
4447,6.8,66.9,yes,no,81.0,66.1,69.8,72.0,C
4448,3.3,85.8,yes,yes,65.2,59.2,61.0,70.1,C
4449,4.8,51.7,yes,yes,69.3,78.4,55.8,66.3,D
4450,2.6,66.1,no,yes,45.3,32.1,47.9,42.0,E
4451,2.6,79.0,yes,no,52.2,40.0,47.1,50.2,E
4452,4.3,99.6,yes,yes,61.8,65.1,89.4,68.8,D
4453,0.6,98.4,no,no,47.7,68.4,50.0,53.9,E
4454,2.4,81.3,yes,yes,50.4,59.1,52.5,42.3,E
4455,1.6,67.0,yes,no,35.1,28.5,27.5,30.0,F
4456,1.4,77.5,yes,yes,54.0,50.1,38.2,46.3,E
4457,3.4,96.7,yes,yes,62.1,59.1,67.5,59.8,D
4458,1.3,83.4,yes,no,20.3,39.3,48.3,33.8,F
4459,1.7,57.5,yes,no,40.9,19.3,27.6,38.8,F
4460,5.5,98.6,yes,no,83.1,94.3,68.0,82.8,C
4461,5.4,95.1,yes,yes,73.0,78.4,75.8,78.7,C
4462,7.6,60.8,yes,no,57.7,69.9,44.8,75.4,C
4463,7.4,82.8,yes,no,70.5,78.0,85.1,84.0,C
4464,7.1,93.9,yes,no,92.3,100.0,88.9,100.0,A
4465,5.7,61.0,yes,yes,79.0,92.9,73.6,78.8,C
4466,2.5,96.2,yes,no,63.7,68.5,55.0,55.2,D
4467,1.8,59.0,no,no,59.9,37.5,61.1,44.6,E
4468,7.6,67.9,yes,no,91.1,100.0,97.9,95.4,A
4469,7.7,97.2,yes,yes,100.0,91.9,100.0,100.0,A
4470,4.3,97.3,yes,no,85.3,74.9,92.0,81.8,C
4471,4.6,51.2,yes,yes,79.0,65.9,71.1,67.2,D
4472,0.5,93.3,yes,no,52.3,41.3,58.3,37.0,F
4473,1.6,84.7,yes,yes,50.7,41.8,41.6,36.8,F
4474,4.6,93.6,yes,yes,80.7,74.4,75.4,72.4,C
4475,1.9,73.1,yes,yes,48.3,34.2,55.6,48.6,E
4476,4.1,99.1,yes,yes,71.1,75.1,94.2,69.3,D
4477,6.5,87.4,no,yes,88.5,100.0,91.0,87.3,B
4478,6.5,88.0,yes,yes,81.3,90.1,83.8,84.0,C
4479,7.0,71.3,yes,no,71.7,94.3,64.8,82.6,C
4480,2.3,69.6,yes,yes,25.8,52.3,49.6,45.7,E
4481,3.7,60.3,no,yes,45.4,69.7,51.2,61.1,D
4482,5.2,52.9,yes,yes,66.7,55.1,51.9,69.0,D
4483,4.9,95.1,yes,yes,86.4,78.1,84.0,86.3,B
4484,8.0,79.5,yes,no,95.3,100.0,100.0,90.8,B
4485,2.6,77.9,yes,yes,52.3,59.9,61.3,51.2,E
4486,1.0,66.9,no,no,46.2,35.4,46.0,38.4,F
4487,3.4,87.0,yes,yes,61.0,64.3,73.7,62.2,D
4488,4.4,70.3,no,yes,71.8,71.1,43.9,61.5,D
4489,3.4,90.5,yes,yes,62.8,59.8,49.4,56.6,D
4490,2.9,54.0,yes,no,40.1,56.2,49.0,46.2,E
4491,2.4,62.4,yes,yes,65.6,49.7,41.8,53.0,E
4492,3.7,64.2,yes,yes,57.7,71.4,64.1,60.4,D
4493,5.7,51.2,yes,yes,64.9,69.0,61.3,65.7,D
4494,1.6,83.2,no,yes,48.0,38.5,63.6,47.9,E
4495,7.0,85.1,yes,no,89.3,100.0,66.6,83.0,C
4496,5.3,70.7,no,yes,92.0,95.1,55.6,74.4,C
4497,1.3,89.8,yes,no,40.6,43.6,59.2,48.7,E
4498,0.7,97.7,yes,no,51.0,36.8,42.2,40.5,E
4499,0.9,86.8,yes,no,68.6,58.7,63.3,51.4,E
4500,1.2,83.7,yes,no,51.6,36.6,28.4,37.9,F
4501,5.3,72.5,yes,no,62.1,68.6,89.2,68.8,D
4502,7.6,77.7,yes,yes,100.0,100.0,99.7,91.6,B
4503,1.5,64.4,yes,no,49.3,34.4,44.3,46.5,E
4504,2.6,62.2,yes,yes,30.8,37.0,42.7,42.7,E
4505,7.0,51.3,yes,yes,67.4,78.1,74.9,78.0,C
4506,4.3,74.0,yes,yes,46.8,61.5,51.9,60.1,D
4507,3.7,61.3,yes,no,47.4,60.6,43.3,46.2,E
4508,4.0,73.4,yes,no,61.6,68.7,61.0,58.8,D
4509,1.3,90.6,yes,yes,54.2,46.4,51.4,53.0,E
4510,2.1,68.4,yes,no,32.9,46.0,25.3,41.9,E
4511,7.7,66.1,yes,yes,79.1,83.9,98.9,89.8,B
4512,5.3,72.3,yes,yes,79.3,90.0,50.2,75.8,C
4513,2.6,74.8,yes,yes,58.4,47.6,32.6,51.3,E
4514,7.6,63.6,yes,no,82.7,72.4,87.1,82.2,C
4515,3.5,80.0,yes,yes,61.2,80.8,67.0,69.8,D
4516,1.6,51.4,yes,no,23.8,10.6,36.2,28.7,F
4517,7.7,74.3,no,no,91.4,79.4,82.6,84.8,C
4518,5.5,82.5,yes,no,74.9,56.8,97.2,82.5,C
4519,6.1,73.3,yes,yes,73.9,73.5,58.7,68.2,D
4520,0.7,98.9,yes,no,41.8,35.4,49.5,44.8,E
4521,2.6,57.8,yes,yes,39.4,54.4,55.4,41.3,E
4522,7.6,72.7,yes,no,96.2,96.3,89.3,85.1,B
4523,1.7,64.6,no,no,39.3,33.1,47.7,38.5,F
4524,7.1,95.2,yes,yes,87.5,100.0,98.5,95.0,A
4525,6.3,59.0,yes,yes,58.6,63.3,80.7,72.5,C
4526,3.3,76.1,yes,yes,45.9,54.1,53.7,65.1,D
4527,7.2,71.2,yes,no,96.9,90.5,98.6,95.7,A
4528,7.4,95.9,no,no,88.4,90.5,86.7,89.0,B
4529,7.0,77.9,no,no,100.0,100.0,91.4,94.6,B
4530,3.6,73.3,yes,no,63.3,74.9,39.6,59.1,D
4531,4.9,79.3,yes,yes,75.5,71.5,78.0,70.1,C
4532,2.8,85.6,yes,no,56.4,58.4,69.4,61.7,D
4533,1.5,51.6,no,yes,30.4,36.7,48.3,37.2,F
4534,7.3,62.3,no,yes,97.1,96.9,85.1,89.5,B
4535,7.9,61.8,no,yes,77.0,70.3,70.0,80.0,C
4536,0.9,70.8,yes,yes,17.9,19.9,36.0,26.6,F
4537,5.7,78.8,yes,yes,94.6,99.7,74.9,80.9,C
4538,7.6,95.8,yes,yes,97.3,91.9,95.0,100.0,A
4539,5.1,78.3,yes,yes,70.4,66.8,81.9,79.0,C
4540,0.9,59.1,yes,no,57.6,54.3,27.7,37.5,F
4541,0.6,76.3,yes,yes,28.6,39.0,28.0,34.9,F
4542,4.3,71.4,yes,yes,55.9,72.6,59.2,60.1,D
4543,7.5,82.3,yes,yes,100.0,77.0,100.0,92.4,B
4544,2.6,81.8,yes,no,68.3,63.0,41.0,48.2,E
4545,3.1,83.0,yes,no,52.7,16.2,48.2,51.4,E
4546,6.5,99.9,yes,yes,100.0,97.7,100.0,98.1,A
4547,6.5,51.4,no,no,65.4,83.8,67.5,66.6,D
